lesson_id,module_id,num,title,subtitle,image
191,10,11,Gérer les réseaux sociaux,"Twitter, Instagram, Twitch — les réseaux sociaux font partie du poker moderne. Comment les utiliser pour apprendre, se faire connaître et créer de la valeur sans en faire une distraction.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L11.webp
192,10,12,Marketing personnel du joueur,"Les meilleurs joueurs construisent une marque. Comment développer une présence cohérente, partager son contenu et créer des opportunités de sponsoring, coaching ou partenariats grâce à sa visibilité.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L12.webp
193,10,13,Participer à des équipes de grind,"Les staking et backing pools permettent de jouer des niveaux au-dessus de sa bankroll. Comment rejoindre une équipe sérieuse, comprendre les contrats et gérer les relations financières entre joueurs.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L13.webp
194,10,14,Transition cash-game ↔ MTT,"Cash-game et MTT sont deux disciplines aux logiques différentes. Comment transitionner entre les deux formats, capitaliser sur les compétences communes et éviter les erreurs de contamination stratégique.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L14.webp
195,10,15,Tournois live : préparation,"Un tournoi live, ça se prépare avant de partir. Logistique, condition physique, préparation mentale, adaptation au rythme — comment maximiser ses chances de performance dès la première main.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L15.webp
196,10,16,Événements majeurs et circuits,"WSOP, EPT, WPT, WSOP Circuit — les grands circuits du poker mondial. Un panorama des événements majeurs, leurs formats, leurs enjeux et comment s'y qualifier pour maximiser ses chances.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L16.webp
197,10,17,Équilibre vie privée / poker,"Le poker peut envahir toute la vie si on ne trace pas de frontières. Comment maintenir des relations saines, des activités en dehors du jeu et une vie équilibrée qui nourrit plutôt qu'elle n'érode ta performance.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L17.webp
198,10,18,Préparer un break poker,"Savoir s'arrêter est une compétence. Comment identifier quand un break s'impose, comment le structurer pour en tirer le maximum et comment reprendre le jeu dans les meilleures conditions.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L18.webp
199,10,19,Plan de carrière à long terme,"La carrière d'un joueur évolue. Comment projeter sa progression sur 3, 5, 10 ans — objectifs de limite, formats cibles, revenus visés — et construire un plan concret qui guide chaque décision.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L19.webp
200,10,20,Bilan final du parcours,"Tu as parcouru les 10 modules. Ce bilan final fait le tour de l'ensemble du programme, mesure ta progression globale et t'ouvre la porte vers la suite : spécialisations, coaching, compétition — ton poker ne fait que commencer.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/parcours/M10-L20.webp
201,11,1,Doyle Brunson,1970–2000 - Le poker instinctif,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L01.webp
202,11,2,Amarillo Slim,1970–1990 - Le poker charismatique,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L02.webp
203,11,3,Stu Ungar,1980–1998 - Le génie brut,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L03.webp
204,11,4,Phil Hellmuth,1989–aujourd’hui - Le tournoi pur,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L04.webp
205,11,5,Phil Ivey,2000–aujourd’hui - L’adaptation totale,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L05.webp
206,11,6,Daniel Negreanu,2000–aujourd’hui - L’intelligence relationnelle,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L06.webp
207,11,7,Chris Moneymaker,2003 - Le déclencheur,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L07.webp
208,11,8,Tom Dwan,2007–2012 - L’hyper-agression,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L08.webp
209,11,9,Patrik Antonius,2005–2015 - Le calme absolu,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L09.webp
210,11,10,Erik Seidel,1988–aujourd’hui - La longévité,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L10.webp
211,11,11,Vanessa Selbst,2008–2018 - L’agression maîtrisée,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L11.webp
212,11,12,Liv Boeree,2009–2019 - Science & poker,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L12.webp
213,11,13,Fedor Holz,2015–2020 - Le poker moderne,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L13.webp
214,11,14,Justin Bonomo,2016–2019 - La domination GTO,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L14.webp
215,11,15,Maria Ho,2007–aujourd’hui - Régularité & présence,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L15.webp
216,11,16,Jason Koon,2017–aujourd’hui - Discipline extrême,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L16.webp
217,11,17,Annette Obrestad,2007–2010 - Intuition online,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L17.webp
218,11,18,Kristen Foxen,2016–aujourd’hui - Excellence moderne,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L18.webp
219,11,19,Bertrand “ElkY” Grospellier,2006–2012 - Transition e-sport → poker,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L19.webp
220,11,20,Johnny Chan,1985–1990 - Le poker old school gagnant,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L20.webp
221,11,21,Poker Heroes final,"Les gains au poker : argent, légende et réalité",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/heroes/PH-L21.webp
222,12,1,Les racines du poker,"Avant le Texas Hold'em, il y avait le Poque, le Primero, le As-Nas. Retrace les jeux ancestraux qui ont posé les fondations du poker — cartes, enchères, bluff — bien avant que Las Vegas n'existe.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H1-L01.webp
223,12,2,Le poker américain,"Au XIXe siècle, le poker remonte le Mississippi sur les bateaux à vapeur et s'installe dans les saloons du Far West. Comment l'Amérique a adopté, transformé et finalement fait sien ce jeu venu d'ailleurs.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H1-L02.webp
224,12,3,Naissance du Texas Hold’em,"La variante qui allait tout changer est née au Texas dans les années 1920. Comment le Hold'em s'est imposé face au Draw et au Stud, et pourquoi sa structure en fait le jeu de décision le plus riche qui soit.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H1-L03.webp
225,12,4,Le poker avant la théorie,"Avant les solvers et les pot odds, le poker se jouait à l'instinct, à l'observation et à l'expérience accumulée. L'ère pré-théorique et les intuitions géniales qui préfiguraient ce que la mathématique allait formaliser.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H1-L04.webp
226,12,5,Standardisation du jeu,"Règles unifiées, mains classées, structures de blindes codifiées — la standardisation du poker a été le préalable à sa compétition organisée. Comment le jeu est passé du chaos des arrière-salles à des tables régulées.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H1-L05.webp
227,12,6,Synthèse des origines,"Un regard global sur les racines du poker : des jeux de cartes perses aux saloons américains, de la tradition orale aux premières règles écrites. Ce que l'histoire des origines nous dit sur l'essence même du jeu.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H1-L06.webp
228,13,1,Naissance du poker compétitif,1970 : Benny Binion réunit les meilleurs joueurs du monde à Las Vegas. La première WSOP Main Event marque la naissance officielle du poker de compétition — et d'une industrie qui allait devenir mondiale.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H2-L01.webp
229,13,2,Le joueur pro avant Internet,"Avant PokerStars, le joueur pro vivait de cash-games en arrière-salle, de tournois itinérants et de jeux privés. Un portrait de ce que signifiait vivre du poker dans les années 70, 80 et 90.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H2-L02.webp
230,13,3,Premières stratégies dominantes,"Doyle Brunson, Chip Reese, Johnny Chan — les pionniers du jeu pro qui ont formalisé les premières grandes stratégies. Super System comme premier manuel, l'agressivité comme philosophie dominante.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H2-L03.webp
231,13,4,Le rôle central de la psychologie,"Dans un poker sans HUD ni solver, lire l'adversaire était la compétence reine. Tells physiques, table image, manipulation — comment la dimension psychologique définissait le poker live de cette époque.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H2-L04.webp
232,13,5,Les limites de l’époque,"Sans outils d'analyse, les erreurs systématiques restaient invisibles. L'ère live avait ses borgnes stratégiques — ranges trop larges, sizing incohérents, décisions sur base purement intuitive.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H2-L05.webp
233,13,6,Héritage du poker live,"Ce que l'ère live a légué au poker moderne : la culture compétitive, les grandes figures fondatrices, les WSOP comme événement de référence et une vision du poker comme discipline à part entière.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H2-L06.webp
234,14,1,Naissance du poker online,"Planet Poker, Paradise Poker, Party Poker — les premières salles online émergent à la fin des années 90. Comment Internet a offert au poker une salle de jeu permanente, accessible et sans frontières.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H3-L01.webp
235,14,2,Le boom Moneymaker,"2003 : Chris Moneymaker, comptable amateur qualifié via un satellite à 86$, remporte la WSOP Main Event. L'effet est immédiat et mondial — des millions de nouveaux joueurs se ruent sur les tables online.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H3-L02.webp
236,14,3,Explosion des fields,"Après 2003, les tournois passent de quelques centaines à plusieurs milliers de participants. Comment l'afflux de joueurs récréatifs a transformé l'économie du poker et créé des opportunités sans précédent pour les regs.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H3-L03.webp
237,14,4,"Volume, multitabling et grind","Internet a inventé le grind. Jouer 16 tables simultanément, accumuler des milliers de mains par jour, optimiser son rakeback — le poker online a créé une nouvelle profession et une nouvelle culture du volume.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H3-L04.webp
238,14,5,Premiers outils & trackers,"PokerTracker, Hold'em Manager, les HUDs — les premiers outils d'analyse apparaissent et changent la façon d'étudier le jeu. Pour la première fois, les stats remplacent la mémoire et l'intuition dans l'analyse adverse.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H3-L05.webp
239,14,6,Séparation live / online,"Deux mondes distincts émergent : le live avec ses tells et sa psychologie, l'online avec son volume et ses outils. Les joueurs commencent à se spécialiser — et les compétences ne se transfèrent pas toujours d'un monde à l'autre.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H3-L06.webp
240,14,7,Synthèse révolution online,"2000-2009, dix ans qui ont tout changé. Le poker est passé d'un jeu de salon à une industrie mondiale. Ce que cette décennie a fondé — volume, outils, culture du grind — reste au cœur du poker professionnel aujourd'hui.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H3-L07.webp
241,15,1,Poker et statistiques,"Les trackers génèrent des bases de données massives. Pour la première fois, il est possible de mesurer précisément son winrate, ses fuites par position et ses erreurs systématiques — le poker devient une discipline empirique.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H4-L01.webp
242,15,2,Arrivée de la GTO,La théorie des jeux s'invite au poker. Les premiers travaux sur les stratégies d'équilibre de Nash appliquées au Hold'em commencent à circuler dans les communautés de regs — une révolution conceptuelle en marche.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H4-L02.webp
243,15,3,Solvers et bouleversement stratégique,"PioSOLVER, GTO+, Simple Postflop — les premiers solvers accessibles arrivent vers 2015. En quelques mois, ils révèlent que des pans entiers du jeu dominant étaient exploitables. Rien ne sera plus jamais pareil.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H4-L03.webp
244,15,4,Fin des gros leaks,"Les outils d'analyse permettent d'identifier et corriger les erreurs les plus coûteuses. Les leaks évidents — fold trop fréquent en défense, c-bet sans sélection — disparaissent des jeux des regs qui travaillent leur jeu sérieusement.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H4-L04.webp
245,15,5,Exploit vs équilibre,Un débat stratégique majeur s'installe : faut-il jouer GTO ou exploiter ? La communauté se divise entre partisans de l'équilibre non-exploitable et tenants de l'ajustement pur — un débat qui structure encore le poker moderne.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H4-L05.webp
246,15,6,Professionnalisation massive,"Coaching, staking, study groups, forums spécialisés — le poker pro se structure. Des centaines de joueurs vivent désormais du jeu de façon organisée, avec des routines d'étude, des objectifs et des équipes de travail.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H4-L06.webp
247,15,7,Synthèse data-driven,"2010-2016 : le poker est devenu une discipline scientifique. Stats, solvers, théorie GTO — cette période a posé les bases du jeu moderne et défini le niveau d'exigence attendu de tout joueur sérieux aujourd'hui.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H4-L07.webp
248,16,1,Le field moderne,"Les fields de tournois sont plus compétitifs que jamais, même aux bas stakes. Les améliorations stratégiques se sont démocratisées — comprendre le niveau du field actuel pour s'y positionner correctement.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H5-L01.webp
249,16,2,Simplification stratégique,"Face à la complexité GTO, une tendance émerge : extraire des heuristiques simples et robustes applicables en jeu. Le poker moderne cherche l'équilibre entre rigueur théorique et praticabilité à la table.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H5-L02.webp
250,16,3,GTO appliqué intelligemment,"Tout le monde parle de GTO, peu savent vraiment l'appliquer. Comment les meilleurs joueurs contemporains intègrent les principes d'équilibre sans les appliquer mécaniquement — la GTO comme boussole, pas comme script.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H5-L03.webp
251,16,4,Exploit populationnel,"À défaut de lire chaque adversaire individuellement, exploiter les tendances de population est devenu une compétence clé. Comment les regs modernes adaptent leur jeu aux erreurs fréquentes d'un niveau donné.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H5-L04.webp
252,16,5,Nouveaux formats,"PKO, spin & go, mystery bounty, short deck — de nouveaux formats apparaissent régulièrement et créent de nouvelles niches stratégiques. Comment le poker se réinvente en permanence pour rester attractif.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H5-L05.webp
253,16,6,Poker & contenu,"Twitch, YouTube, podcasts, coaching platforms — le poker est devenu un écosystème de contenu. Comment la visibilité online a transformé la carrière des joueurs et créé de nouvelles façons de vivre du poker.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H5-L06.webp
254,16,7,Mental et longévité,"Burn-out, retraites précoces, reconversions — le poker moderne prend conscience de ses coûts humains. La longévité est devenue une compétence à part entière, autant que la stratégie ou les maths.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H5-L07.webp
255,16,8,Synthèse poker actuel,"Le poker aujourd'hui : plus difficile, plus théorisé, plus compétitif mais aussi plus riche en ressources et en communauté. Un panorama du jeu contemporain pour comprendre dans quel contexte tu évolues.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H5-L08.webp
256,17,1,Poker intuitif → structuré,Le poker est passé de l'instinct pur à la décision structurée. Retrace cette évolution : des cowboys du Mississippi aux joueurs avec notebooks et solvers — comment la façon de penser une main a radicalement changé.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H6-L01.webp
257,17,2,Tight-aggressive,"Dans les années 2000, le TAG était le style dominant : sélectif avant le flop, agressif après. Comment ce modèle a émergé, pourquoi il fonctionnait et dans quels contextes ses limites sont apparues.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H6-L02.webp
258,17,3,Hyper-agression,Le LAG et le style ultra-agressif ont suivi le TAG. Joueurs comme Isildur1 ou Phil Galfond ont montré qu'une agression extrême pouvait être rentable — mais seulement pour ceux qui comprenaient les subtilités.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H6-L03.webp
259,17,4,Équilibrage GTO,L'arrivée des solvers a remplacé l'intuition par le calcul. Le style de jeu dominant est passé de l'exploitation pure à l'équilibrage — un changement profond dans la façon dont les meilleurs pensent chaque décision.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H6-L04.webp
260,17,5,Retour de l’exploit,"Paradoxalement, la démocratisation de la GTO a recréé de la place pour l'exploitation. Quand tout le monde joue GTO, ceux qui savent dévier stratégiquement contre les profils déséquilibrés récupèrent un edge supplémentaire.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H6-L05.webp
261,17,6,Ce qui ne marche plus,"Limp-call systématique, bluff sans equity, c-bet toujours — les stratégies dominantes d'une époque deviennent les leaks de la suivante. Ce que le jeu d'hier enseignait et que le jeu d'aujourd'hui punit.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H6-L06.webp
262,17,7,Ce qui est intemporel,"Malgré l'évolution, certains principes résistent à toutes les époques : la position, la sélection de mains, la gestion du pot, la lecture adverse. Le noyau stratégique qui ne périme jamais.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H6-L07.webp
263,17,8,Synthèse stratégique,"De l'intuition des pionniers à l'équilibre GTO contemporain, l'évolution stratégique du poker reflète celle de toute discipline compétitive. Comprendre cette trajectoire, c'est comprendre où va le jeu — et où travailler.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H6-L08.webp
264,18,1,Poker et perception sociale,Jeu de hasard ou discipline intellectuelle ? La perception du poker par la société a radicalement évolué. Comment le poker a gagné ses lettres de noblesse — et les résistances culturelles qui persistent.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H7-L01.webp
265,18,2,Régulation et législation,"Black Friday 2011, régulation européenne, marchés fermés — le poker online a traversé des crises réglementaires majeures. L'état du cadre légal actuel et ce qu'il implique pour les joueurs professionnels.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H7-L02.webp
266,18,3,Technologie & IA,"Libratus, Pluribus, AlphaPoker — les IA ont battu les meilleurs joueurs mondiaux. Ce que ça signifie pour la théorie du jeu, ce que les machines nous ont appris et les questions que ça soulève pour l'avenir.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H7-L03.webp
267,18,4,Avenir du online,"Consolidation des plateformes, nouvelles régulations, intégration de la crypto, réalité virtuelle — quelles directions prend le poker online et comment anticiper les changements de l'écosystème dans les prochaines années.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H7-L04.webp
268,18,5,Avenir du live,"Salles de poker, casinos, événements majeurs — le live résiste et se réinvente. Comment les tournois live s'adaptent à la concurrence du online et quelles opportunités restent spécifiques à l'expérience physique.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H7-L05.webp
269,18,6,Responsabilité et prévention,"Avec la démocratisation du jeu vient une responsabilité collective. Les initiatives de jeu responsable, la prévention de l'addiction et le rôle des opérateurs et des joueurs dans la santé de l'écosystème.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H7-L06.webp
270,18,7,Poker comme discipline mentale,"Au-delà du jeu : le poker développe la gestion du risque, la prise de décision sous incertitude, la maîtrise émotionnelle. Comment les compétences du joueur se transfèrent dans d'autres domaines de la vie.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H7-L07.webp
271,18,8,Conclusion générale,"Du saloon de Dodge City aux tables de Monte-Carlo, de PokerStars aux solvers GTO — le poker a traversé deux siècles sans perdre son essence. Ce qu'il nous a appris, où il va et pourquoi il continuera de fasciner.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/history/H7-L08.webp
272,19,1,Pourquoi le mental est central au poker,"Au poker, deux joueurs peuvent prendre la même décision pour des raisons complètement différentes. Le mental n'est pas un bonus — c'est la couche qui détermine si tes compétences techniques s'expriment vraiment à la table.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM1-L01.webp
273,19,2,Différence entre mental et motivation,"La motivation te fait ouvrir le lobby, le mental te permet de jouer ton meilleur jeu une fois les tables ouvertes. Comprends cette distinction fondamentale pour ne plus confondre l'envie de jouer avec la capacité à bien jouer.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM1-L02.webp
274,19,3,"Poker, hasard et contrôle",Le poker est un jeu de décision dans un environnement incertain. Apprends à distinguer ce que tu contrôles — la qualité de tes décisions — de ce que tu ne contrôles pas — les cartes. Cette séparation est la base de tout équilibre mental.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM1-L03.webp
275,19,4,Le mythe du joueur “sans émotions”,"Les meilleurs joueurs ne sont pas des machines — ils ressentent autant que les autres. La différence, c'est qu'ils ont appris à ne pas laisser leurs émotions piloter leurs décisions. Le détachement s'apprend, l'insensibilité est une illusion.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM1-L04.webp
276,19,5,Performance vs résultat,Gagner un pot ne signifie pas avoir bien joué. Perdre ne signifie pas avoir mal joué. Apprends à évaluer tes sessions sur la qualité de tes processus décisionnels plutôt que sur l'issue des mains — c'est le seul indicateur fiable de progression.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM1-L05.webp
277,19,6,Les biais cognitifs au poker,"Biais de confirmation, illusion de contrôle, ancrage, aversion aux pertes — le cerveau humain est câblé pour mal jouer au poker. Identifier ces biais, c'est la première étape pour s'en défaire progressivement.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM1-L06.webp
278,19,7,La variance expliquée mentalement,"Intellectuellement, tu sais que la variance existe. Émotionnellement, chaque bad beat semble injuste. Ce module traduit la variance mathématique en ressenti vécu — pour que la tête et le cœur soient enfin sur la même longueur d'onde.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM1-L07.webp
279,19,8,Construire une base mentale saine,"Un mental solide ne tombe pas du ciel — il se construit. Les piliers d'une base psychologique robuste : acceptation de l'incertitude, ancrage dans le processus, stabilité émotionnelle face aux résultats court terme.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM1-L08.webp
280,19,9,Erreurs mentales du débutant,"Sur-réaction aux mauvaises cartes, décisions émotionnelles après un bad beat, sessions trop longues pour récupérer ses pertes — les erreurs mentales les plus fréquentes chez les joueurs qui débutent et comment les éviter.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM1-L09.webp
281,19,10,Synthèse des fondations,"Le mental au poker, c'est une compétence — pas un trait de caractère. Reviens sur les concepts fondateurs de ce module et pose les bases d'un travail psychologique conscient qui va accompagner toute ta progression.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM1-L10.webp
282,20,1,Qu’est-ce que le tilt,"Le tilt, c'est le moment où l'émotion prend le volant à la place de la raison. Définition précise, mécanismes neurologiques, et pourquoi le tilt est l'ennemi numéro un de l'EV — quelle que soit ton expérience.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L01%20(3).webp
283,20,2,Tilt émotionnel,"Colère après un bad beat, frustration contre un joueur, sentiment d'injustice — le tilt émotionnel est le plus visible et souvent le plus dévastateur. Comment le reconnaître, le nommer et couper le circuit avant qu'il explose.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L02.webp
284,20,3,Tilt de fatigue,"Jouer fatigué, c'est jouer en mode dégradé. Le tilt de fatigue s'installe silencieusement : décisions plus rapides, moins de patience, erreurs mineures qui s'accumulent. Comment identifier ce seuil et respecter ses limites physiques.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L03.webp
285,20,4,Tilt de confiance,"Trop de confiance après un run positif, plus aucune confiance après un downswing — les deux extrêmes sont des formes de tilt. Comment maintenir une confiance calibrée sur ses compétences réelles, pas sur les résultats récents.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L04.webp
286,20,5,Tilt de peur,"Jouer trop serré par peur de perdre, over-folder pour éviter le risque, hésiter sur des shoves évidents — le tilt de peur est souvent invisible car il ressemble à de la prudence. Il coûte autant que la colère.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L05.webp
287,20,6,Tilt de résultat,"Quand les résultats pilotent les décisions — miser plus pour récupérer, jouer des mains qu'on sait mauvaises — c'est le tilt de résultat. Comment décorréler tes décisions de ton solde en cours de session.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L06.webp
288,20,7,Tilt post-bad beat,"Le bad beat est le déclencheur de tilt le plus universel. Pourquoi il déclenche une réaction si forte, comment traverser ces moments sans basculer, et les techniques immédiates pour reprendre un état de jeu rationnel.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L07.webp
289,20,8,Tilt lent et invisible,"Le tilt ne vient pas toujours d'un événement précis. Il s'installe parfois progressivement sur une session entière, dégradant chaque décision par petites touches. Les signes à surveiller quand la dégradation est graduelle.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L08.webp
290,20,9,Reconnaître ses signaux personnels,"Chacun tilt différemment. Serrement de poitrine, pensées négatives en boucle, impatience, sizing incohérent — tes signaux de tilt t'appartiennent. Apprends à les cartographier pour intervenir plus tôt.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L09.webp
291,20,10,Stop-loss mental,"Le stop-loss financier protège le bankroll, le stop-loss mental protège le jeu. Comment définir ses propres seuils de sortie de session basés sur l'état mental — et avoir la discipline de les respecter même quand on veut continuer.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/mental/MM2-L10.webp
